"Name","Location","FunctionSignature","FunctionSize"
"OnPostCreate","004f0040","void OnPostCreate(ASecurityCameraComponent * this)","94"
"AlertBreakout","004f00a0","bool AlertBreakout(ASecurityCameraComponent * this\, TVector2 * param_1\, TManagedPtr<class_AUnitProxy> * param_2)","263"
"ModifyBreakoutDetectedState","004f01b0","void ModifyBreakoutDetectedState(ASecurityCameraComponent * this\, PPropertyValue * param_1)","32"
"ViewCameraVision","004f01d0","void ViewCameraVision(ASecurityCameraComponent * this\, PPropertyValue * param_1)","131"
"ModifyDinoEnragedState","004f0260","void ModifyDinoEnragedState(ASecurityCameraComponent * this\, PPropertyValue * param_1)","32"
"CameraFacingRelativeToLocatorFacing","004f0280","TVector2 CameraFacingRelativeToLocatorFacing(ASecurityCameraComponent * this)","253"
"Imp_UpdateControl","004f0380","void Imp_UpdateControl(ASecurityCameraComponent * this\, float param_1)","550"
"FindVisitorInArea","004f05b0","AUnit * FindVisitorInArea(ASecurityCameraComponent * this)","1210"
"GetRandomLookAtTarget","004f0ae0","TVector3 GetRandomLookAtTarget(ASecurityCameraComponent * this)","218"
"ScanForSickOrEnragedDino","004f0bc0","AUnitDinosaur * ScanForSickOrEnragedDino(ASecurityCameraComponent * this\, DinoState * param_1\, DinoType param_2\, bool param_3\, bool param_4)","1092"
"LookAtTarget","004f1040","void LookAtTarget(ASecurityCameraComponent * this\, TVector3 * param_1)","114"
"SetFollowTarget","004f10c0","void SetFollowTarget(ASecurityCameraComponent * this\, AUnit * param_1)","110"
"UpdateLookAt","004f1130","void UpdateLookAt(ASecurityCameraComponent * this\, float param_1)","810"
"UpdateVisitorSecurity","004f1460","void UpdateVisitorSecurity(ASecurityCameraComponent * this)","175"
"CreateCameraObject","004f1520","void CreateCameraObject(ASecurityCameraComponent * this)","108"
"Serialise","004f1590","bool Serialise(ASecurityCameraComponent * this\, ASaveData * param_1)","250"
"Deserialise","004f1690","bool Deserialise(ASecurityCameraComponent * this\, ASaveData * param_1)","248"
"PostDeserialiseLink","004f1790","void PostDeserialiseLink(ASecurityCameraComponent * this)","94"
"FUN_004f1960","004f1960","undefined FUN_004f1960(int * * param_1)","34"
"GetOwnerBuilding","004f1990","AUnitBuilding * GetOwnerBuilding(ASecurityCameraComponent * this)","7"
"GetCameraUnit","004f19a0","AVisibleUnit * GetCameraUnit(ASecurityCameraComponent * this)","7"
"CameraFacing","004f19b0","TVector2 * CameraFacing(ASecurityCameraComponent * this)","6"
"ShowCameraAttachment","004f19c0","void ShowCameraAttachment(ASecurityCameraComponent * this)","22"
"HideCameraAttachment","004f19e0","void HideCameraAttachment(ASecurityCameraComponent * this)","22"
"CanChangeDinoEnragedState","004f1a00","void CanChangeDinoEnragedState(ASecurityCameraComponent * this\, bool * param_1\, bool * param_2)","17"
"GetDinoEnragedState","004f1a20","void GetDinoEnragedState(ASecurityCameraComponent * this\, PPropertyValue * param_1)","19"
"CanViewCameraVision","004f1a40","void CanViewCameraVision(ASecurityCameraComponent * this\, bool * param_1\, bool * param_2)","33"
"CanChangeBreakoutDetectedState","004f1a70","void CanChangeBreakoutDetectedState(ASecurityCameraComponent * this\, bool * param_1\, bool * param_2)","17"
"GetBreakoutDetectedState","004f1a90","void GetBreakoutDetectedState(ASecurityCameraComponent * this\, PPropertyValue * param_1)","19"
"DeinitialiseStatic","004f1ab0","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","004f1ac0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004f1ae0","TObject * CreateObject(void)","37"
"GetClass","004f1b10","TClass * GetClass(ASecurityCameraComponent * this)","6"
"SoundPlaying","004f1b20","bool SoundPlaying(AServoMotor * this)","12"
"SetMinSpeedTolerance","004f1b30","void SetMinSpeedTolerance(AServoMotor * this\, float * param_1)","12"
"IsRecordIconOn","004f1b40","bool IsRecordIconOn(ASecurityCameraState * this)","8"
"IsCameraViewState","004f1b50","bool IsCameraViewState(ASecurityCameraState * this\, CameraViewState param_1)","25"
"SetCameraViewState","004f1b70","void SetCameraViewState(ASecurityCameraState * this\, CameraViewState param_1)","13"
"GetCameraComponent","004f1b80","ASecurityCameraComponent * GetCameraComponent(ASecurityCameraState * this)","7"
"ResetMinMailTimeElapsed_Breakout","004f1b90","void ResetMinMailTimeElapsed_Breakout(ASecurityCameraComponent * this)","8"
"HasMinMailTimeElapsed_Breakout","004f1ba0","bool HasMinMailTimeElapsed_Breakout(ASecurityCameraComponent * this)","28"
"ResetMinMailTimeElapsed","004f1bc0","void ResetMinMailTimeElapsed(ASecurityCameraComponent * this)","8"
"HasMinMailTimeElapsed","004f1bd0","bool HasMinMailTimeElapsed(ASecurityCameraComponent * this)","28"
"ForceFacingUpdate","004f1bf0","void ForceFacingUpdate(ASecurityCameraComponent * this\, bool param_1)","13"
"SetMaxCameraRange","004f1c00","void SetMaxCameraRange(ASecurityCameraComponent * this\, float * param_1)","15"
"StaticGetAccessorTable","004f1c10","AAccessorTable * StaticGetAccessorTable(void)","6"
"GetAccessorTable","004f1c20","AAccessorTable * GetAccessorTable(ASecurityCameraComponent * this)","6"
"AShootingUnitComponent","004f1cb0","undefined AShootingUnitComponent(AShootingUnitComponent * this)","220"
"~AShootingUnitComponent","004f1d90","void ~AShootingUnitComponent(AShootingUnitComponent * this)","172"
"Serialise","004f1e40","bool Serialise(AShootingUnitComponent * this\, ASaveData * param_1)","464"
"Deserialise","004f2010","bool Deserialise(AShootingUnitComponent * this\, ASaveData * param_1)","468"
"Initialise","004f21f0","void Initialise(AShootingUnitComponent * this\, AUnit * param_1\, PProperties * param_2)","120"
"SetWeaponOwner","004f2270","void SetWeaponOwner(AShootingUnitComponent * this\, AUnit * param_1\, TPCString * param_2)","69"
"SetWeaponOwner","004f22c0","void SetWeaponOwner(AShootingUnitComponent * this\, AUnit * param_1)","115"
"RemoveWeaponOwner","004f2340","void RemoveWeaponOwner(AShootingUnitComponent * this)","67"
"SetWeapon","004f2390","void SetWeapon(AShootingUnitComponent * this\, Weapon param_1)","199"
"CmdShootUnit","004f2460","void CmdShootUnit(AShootingUnitComponent * this\, AUnit * param_1\, Weapon param_2\, ShootType param_3)","109"
"GetRangeScore","004f24d0","float GetRangeScore(AShootingUnitComponent * this\, AUnit * param_1)","212"
"GetEmptyChamberSound","004f25b0","SFXID GetEmptyChamberSound(Weapon param_1)","34"
"GetReloadClipSound","004f25e0","SFXID GetReloadClipSound(Weapon param_1)","34"
"GetLoadRoundSound","004f2610","SFXID GetLoadRoundSound(Weapon param_1)","34"
"GetFireRoundSound","004f2640","SFXID GetFireRoundSound(Weapon param_1)","41"
"SetAnimName","004f2670","void SetAnimName(AShootingUnitComponent * this\, TCString * param_1)","177"
"PlaySound","004f2730","void PlaySound(AShootingUnitComponent * this\, SFXID param_1)","81"
"CanShootUnit","004f2790","bool CanShootUnit(AShootingUnitComponent * this\, AUnit * param_1\, float * param_2\, float * param_3)","385"
"ShootUnit","004f2920","bool ShootUnit(AShootingUnitComponent * this\, AUnit * param_1\, float param_2\, float param_3)","835"
"ShooterAim","004f2c70","void ShooterAim(AShootingUnitComponent * this\, bool param_1\, float param_2)","653"
"ReloadWeapon","004f2f00","void ReloadWeapon(AShootingUnitComponent * this)","131"
"CalcAimWait","004f2f90","float CalcAimWait(AShootingUnitComponent * this\, AUnit * param_1\, float param_2\, float param_3)","336"
"CalcHitProbability","004f30e0","float CalcHitProbability(AShootingUnitComponent * this\, AUnit * param_1\, float param_2\, float param_3)","325"
"Update","004f3230","void Update(AShootingUnitComponent * this\, float param_1)","662"
"AttachWeaponToUnit","004f34d0","void AttachWeaponToUnit(AShootingUnitComponent * this)","100"
"GetShooterUnit","004f3540","AVisibleUnit * GetShooterUnit(AShootingUnitComponent * this)","15"
"GetWeaponDamage","004f3550","float GetWeaponDamage(AShootingUnitComponent * this\, float param_1\, AUnit * param_2\, Weapon param_3)","83"
"FUN_004f3850","004f3850","int * * FUN_004f3850(void * this\, int * * param_1)","63"
"FUN_004f3890","004f3890","undefined FUN_004f3890(int * * param_1)","34"
"GetWeaponConstant","004f38c0","int GetWeaponConstant(Weapon param_1\, eIntConstants * param_2)","21"
"GetWeaponConstant","004f38e0","float GetWeaponConstant(Weapon param_1\, eFloatConstants * param_2)","21"
"Imp_UpdateControl","004f3900","void Imp_UpdateControl(AShootingUnitComponent * this\, float param_1)","36"
"SetAttackType","004f3930","void SetAttackType(AShootingUnitComponent * this\, UnitHurtType param_1)","10"
"ResetTargetShot","004f3940","void ResetTargetShot(AShootingUnitComponent * this)","42"
"SetShootDistance","004f3970","void SetShootDistance(AShootingUnitComponent * this\, float param_1\, float param_2)","17"
"SetShootRange","004f3990","void SetShootRange(AShootingUnitComponent * this\, float param_1\, float param_2\, float param_3)","24"
"PostDeserialiseLink","004f39b0","void PostDeserialiseLink(AShootingUnitComponent * this)","31"
"DeinitialiseStatic","004f39d0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004f39e0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004f39f0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004f3a10","TObject * CreateObject(void)","37"
"GetClass","004f3a40","TClass * GetClass(AShootingUnitComponent * this)","6"
"GetMeshType","004f3a50","MESH GetMeshType(AShellParticles * this)","4"
"SetEjectionForce","004f3a60","void SetEjectionForce(AShellParticles * this\, float * param_1)","12"
"SetForceDir","004f3a70","void SetForceDir(AShellParticles * this\, TVector3 * param_1)","24"
"AUnitComponent","004f3a90","undefined AUnitComponent(AUnitComponent * this\, bool param_1)","51"
"Initialise","004f3ad0","void Initialise(AUnitComponent * this\, AUnit * param_1\, PProperties * param_2)","428"
"GetPopulationRatio","004f3c90","float GetPopulationRatio(AUnitComponent * this)","63"
"IsFull","004f3cd0","bool IsFull(AUnitComponent * this)","48"
"SetOwner","004f3d60","void SetOwner(AUnitComponent * this\, AUnit * param_1)","66"
"GetUnitStaticData","004f3db0","AUnitStaticData * GetUnitStaticData(AUnitComponent * this)","19"
"GetUnitStaticData","004f3dd0","AUnitStaticData * GetUnitStaticData(AUnitComponent * this)","19"
"GetStaticDataClass","004f3df0","TClass * GetStaticDataClass(AUnitComponent * this)","3"
"GetAccessorTable","004f3e00","AAccessorTable * GetAccessorTable(AUnitComponent * this)","3"
"GetUserAestheticState","004f3e10","AUserAestheticState GetUserAestheticState(AUnitComponent * this\, AUnit * param_1\, int param_2)","5"
"UnitPathAnimationEnd","004f3e20","void UnitPathAnimationEnd(AUnitComponent * this\, AUnit * param_1\, int param_2)","3"
"UnitPathAnimationStart","004f3e30","void UnitPathAnimationStart(AUnitComponent * this\, AUnit * param_1\, int param_2)","3"
"UnitDequeuedPath","004f3e40","void UnitDequeuedPath(AUnitComponent * this\, AUnit * param_1\, int param_2)","3"
"UnitEnqueuedPath","004f3e50","void UnitEnqueuedPath(AUnitComponent * this\, AUnit * param_1\, int param_2)","3"
"UnitExitedPath","004f3e60","void UnitExitedPath(AUnitComponent * this\, AUnit * param_1\, int param_2)","3"
"UnitEnteredPath","004f3e70","void UnitEnteredPath(AUnitComponent * this\, AUnit * param_1\, int param_2)","3"
"GetPathExitDelay","004f3e80","float GetPathExitDelay(AUnitComponent * this\, AUnit * param_1\, int param_2)","9"
"IsPathExitUnlocked","004f3e90","bool IsPathExitUnlocked(AUnitComponent * this\, AUnit * param_1\, int param_2)","8"
"IsPathEntryUnlocked","004f3ea0","bool IsPathEntryUnlocked(AUnitComponent * this\, AUnit * param_1\, int param_2)","8"
"IsPathAllowed","004f3eb0","bool IsPathAllowed(AUnitComponent * this\, AUnit * param_1\, int param_2)","8"
"GetPathCodeForName","004f3ec0","int GetPathCodeForName(AUnitComponent * this\, TPCString * param_1)","5"
"InitialiseAllToshiStatics","004f3ed0","void InitialiseAllToshiStatics(void)","22"
"~AUnitComponent","004f3ef0","void ~AUnitComponent(AUnitComponent * this)","52"
"DeinitialiseStatic","004f3f30","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004f3f40","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004f3f50","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","004f3f60","TObject * CreateObject(void)","3"
"GetClass","004f3f70","TClass * GetClass(AUnitComponent * this)","6"
"`default_constructor_closure'","004f3fa0","void `default_constructor_closure'(AUnitComponent * this)","12"
"Initialise","004f4010","void Initialise(AUnitStaticData * this\, PProperties * param_1)","3"
"~AUnitStaticData","004f4020","void ~AUnitStaticData(AUnitStaticData * this)","13"
"AUnitStaticData","004f4030","undefined AUnitStaticData(AUnitStaticData * this)","22"
"DeinitialiseStatic","004f4050","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004f4060","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004f4070","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","004f4080","TObject * CreateObject(void)","3"
"GetClass","004f4090","TClass * GetClass(AUnitStaticData * this)","6"
"~AHelipadEntranceComponent","004f4120","void ~AHelipadEntranceComponent(AHelipadEntranceComponent * this)","73"
"Initialise","004f4170","void Initialise(AHelipadEntranceComponent * this\, AUnit * param_1\, PProperties * param_2)","114"
"UpdateParkState","004f41f0","void UpdateParkState(AHelipadEntranceComponent * this\, ParkState param_1)","127"
"StartArrival","004f4270","void StartArrival(AHelipadEntranceComponent * this)","114"
"GetLastHelicopter","004f42f0","AUnitHelicopter * GetLastHelicopter(AHelipadEntranceComponent * this)","18"
"SetMainDoors","004f4310","void SetMainDoors(AHelipadEntranceComponent * this\, bool param_1)","51"
"SetMainDoorsRepeat","004f4350","void SetMainDoorsRepeat(AHelipadEntranceComponent * this\, bool param_1)","51"
"FUN_004f43f0","004f43f0","undefined FUN_004f43f0(int * * param_1)","34"
"StartDeparture","004f4420","void StartDeparture(AHelipadEntranceComponent * this)","45"
"Deserialise","004f4450","bool Deserialise(AHelipadEntranceComponent * this\, ASaveData * param_1)","47"
"Serialise","004f4480","bool Serialise(AHelipadEntranceComponent * this\, ASaveData * param_1)","47"
"AHelipadEntranceComponent","004f44b0","undefined AHelipadEntranceComponent(AHelipadEntranceComponent * this)","35"
"DeinitialiseStatic","004f44e0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","004f44f0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","004f4500","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","004f4520","TObject * CreateObject(void)","34"
"GetClass","004f4550","TClass * GetClass(AHelipadEntranceComponent * this)","6"
"InitialiseStatic","004f45e0","void InitialiseStatic(void)","164"
"AParkEntranceComponent","004f4690","undefined AParkEntranceComponent(AParkEntranceComponent * this)","64"
"Initialise","004f46d0","void Initialise(AParkEntranceComponent * this\, AUnit * param_1\, PProperties * param_2)","154"
"Serialise","004f4770","bool Serialise(AParkEntranceComponent * this\, ASaveData * param_1)","78"
"Deserialise","004f47c0","bool Deserialise(AParkEntranceComponent * this\, ASaveData * param_1)","78"
"IsArrivalBlocked","004f4810","bool IsArrivalBlocked(AParkEntranceComponent * this)","87"
"GetParkNextArrival","004f4870","void GetParkNextArrival(AParkEntranceComponent * this\, PPropertyValue * param_1)","653"
"ArrivalEvent","004f4b00","void ArrivalEvent(AParkEntranceComponent * this)","144"
"FUN_004f4d00","004f4d00","undefined FUN_004f4d00(int * * param_1)","34"
"SetTimerToArrival","004f4d30","void SetTimerToArrival(AParkEntranceComponent * this\, float param_1)","18"
"CancelArrival","004f4d50","void CancelArrival(AParkEntranceComponent * this)","18"
"SetVisitorInPark","004f4d70","void SetVisitorInPark(AParkEntranceComponent * this\, AVisitorInterface * param_1)","27"
"Imp_UpdateControl","004f4d90","void Imp_UpdateControl(AParkEntranceComponent * this\, float param_1)","31"
"SetUpgradeATM","004f4db0","void SetUpgradeATM(AParkEntranceComponent * this\, PPropertyValue * param_1)","20"
"SetUpgradeUmbrellas","004f4dd0","void SetUpgradeUmbrellas(AParkEntranceComponent * this\, PPropertyValue * param_1)","20"
"UpdateParkState","004f4df0","void UpdateParkState(AParkEntranceComponent * this\, ParkState param_1)","3"
"AffectTemptation","004f4e00","void AffectTemptation(AParkEntranceComponent * this\, AVisitorTemptation * param_1)","145"
"HaveDeparted","004f4ea0","void HaveDeparted(AParkEntranceComponent * this)","8"
"HaveArrival","004f4eb0","void HaveArrival(AParkEntranceComponent * this)","14"
