"Name","Location","FunctionSignature","FunctionSize"
"VFormat","10031e50","TWString * VFormat(TWString * this\, ushort * param_1\, char * param_2)","78"
"~TWString","10031ea0","void ~TWString(TWString * this)","10"
"TWString","10031eb0","undefined TWString(TWString * this\, TCString * param_1)","36"
"TWString","10031ee0","undefined TWString(TWString * this\, TWString * param_1)","36"
"TWString","10031f10","undefined TWString(TWString * this\, char * param_1)","36"
"TWString","10031f40","undefined TWString(TWString * this\, ushort * param_1)","36"
"fmod","100320ae","thunk double fmod(double _X\, double _Y)","6"
"log","100320b4","thunk double log(double _X)","6"
"pow","100320ba","thunk double pow(double _X\, double _Y)","6"
"exp","100320c0","thunk double exp(double _X)","6"
"atan","100320c6","thunk double atan(double _X)","6"
"acos","100320cc","thunk double acos(double _X)","6"
"asin","100320d2","thunk double asin(double _X)","6"
"operator_delete","100320d8","thunk void operator_delete(void * param_1)","6"
"operator_new","100320de","thunk void * operator_new(uint param_1)","6"
"FUN_1003210e","1003210e","undefined FUN_1003210e(_onexit_t param_1)","44"
"FUN_1003213a","1003213a","int FUN_1003213a(_onexit_t param_1)","18"
"__alldiv","100321d0","undefined8 __alldiv(uint param_1\, uint param_2\, uint param_3\, uint param_4)","170"
"FUN_100322bc","100322bc","undefined4 FUN_100322bc(undefined4 param_1\, int param_2)","171"
"entry","10032367","int entry(HMODULE param_1\, int param_2\, undefined4 param_3)","157"
"__dllonexit","10032404","thunk undefined __dllonexit()","6"
"_initterm","1003240a","thunk undefined _initterm()","6"
"FUN_10032410","10032410","undefined4 FUN_10032410(HMODULE param_1\, int param_2)","32"
